Date,Month,Season,Temperature,DayType,Event,TimeSlot,LocationType,Product,UnitsSold,Sales
2022-09-07,9,Monsoon,28.258818953855098,Weekday,None,Afternoon,Rural,Chocolate,84,4200
2022-09-07,9,Monsoon,28.258818953855098,Weekday,None,Afternoon,Rural,Strawberry,93,4185
2022-09-07,9,Monsoon,28.258818953855098,Weekday,None,Afternoon,Rural,Butterscotch,104,5720
2022-09-07,9,Monsoon,28.258818953855098,Weekday,None,Afternoon,Rural,Coffee,58,3480
2022-09-08,9,Monsoon,27.26067383745061,Weekday,None,Afternoon,Urban,Vanilla,128,5120
2022-09-08,9,Monsoon,27.26067383745061,Weekday,None,Afternoon,Urban,Chocolate,137,6850
2022-09-08,9,Monsoon,27.26067383745061,Weekday,None,Afternoon,Urban,Strawberry,98,4410
2022-09-08,9,Monsoon,27.26067383745061,Weekday,None,Afternoon,Urban,Butterscotch,109,5995
2022-09-08,9,Monsoon,27.26067383745061,Weekday,None,Afternoon,Urban,Coffee,68,4080
2022-09-09,9,Monsoon,25.512303766734206,Weekday,None,Morning,Rural,Vanilla,83,3320
2022-09-09,9,Monsoon,25.512303766734206,Weekday,None,Morning,Rural,Chocolate,94,4700
2022-09-09,9,Monsoon,25.512303766734206,Weekday,None,Morning,Rural,Strawberry,58,2610
2022-09-09,9,Monsoon,25.512303766734206,Weekday,None,Morning,Rural,Butterscotch,51,2805
2022-09-09,9,Monsoon,25.512303766734206,Weekday,None,Morning,Rural,Coffee,62,3720
2022-09-10,9,Monsoon,33.82523084322583,Weekend,None,Evening,Urban,Vanilla,193,7720
2022-09-10,9,Monsoon,33.82523084322583,Weekend,None,Evening,Urban,Chocolate,248,12400
2022-09-10,9,Monsoon,33.82523084322583,Weekend,None,Evening,Urban,Strawberry,166,7470
2022-09-10,9,Monsoon,33.82523084322583,Weekend,None,Evening,Urban,Butterscotch,215,11825
2022-09-10,9,Monsoon,33.82523084322583,Weekend,None,Evening,Urban,Coffee,134,8040
2022-09-11,9,Monsoon,29.241513612378935,Weekend,Diwali,Morning,Rural,Vanilla,170,6800
2022-09-11,9,Monsoon,29.241513612378935,Weekend,Diwali,Morning,Rural,Chocolate,187,9350
2022-09-11,9,Monsoon,29.241513612378935,Weekend,Diwali,Morning,Rural,Strawberry,141,6345
2022-09-11,9,Monsoon,29.241513612378935,Weekend,Diwali,Morning,Rural,Butterscotch,157,8635
2022-09-11,9,Monsoon,29.241513612378935,Weekend,Diwali,Morning,Rural,Coffee,109,6540
2022-09-12,9,Monsoon,29.203712590523974,Weekday,Diwali,Afternoon,Urban,Vanilla,175,7000
2022-09-12,9,Monsoon,29.203712590523974,Weekday,Diwali,Afternoon,Urban,Chocolate,197,9850
2022-09-12,9,Monsoon,29.203712590523974,Weekday,Diwali,Afternoon,Urban,Strawberry,117,5265
2022-09-12,9,Monsoon,29.203712590523974,Weekday,Diwali,Afternoon,Urban,Butterscotch,177,9735
2022-09-12,9,Monsoon,29.203712590523974,Weekday,Diwali,Afternoon,Urban,Coffee,132,7920
2022-09-13,9,Monsoon,24.45300748176939,Weekday,None,Morning,Urban,Vanilla,89,3560
2022-09-13,9,Monsoon,24.45300748176939,Weekday,None,Morning,Urban,Chocolate,122,6100
2022-09-13,9,Monsoon,24.45300748176939,Weekday,None,Morning,Urban,Strawberry,68,3060
2022-09-13,9,Monsoon,24.45300748176939,Weekday,None,Morning,Urban,Butterscotch,111,6105
2022-09-13,9,Monsoon,24.45300748176939,Weekday,None,Morning,Urban,Coffee,107,6420
2022-09-14,9,Monsoon,29.041772976591922,Weekday,None,Morning,Rural,Vanilla,95,3800
2022-09-14,9,Monsoon,29.041772976591922,Weekday,None,Morning,Rural,Chocolate,100,5000
2022-09-14,9,Monsoon,29.041772976591922,Weekday,None,Morning,Rural,Strawberry,73,3285
2022-09-14,9,Monsoon,29.041772976591922,Weekday,None,Morning,Rural,Butterscotch,106,5830
2022-09-14,9,Monsoon,29.041772976591922,Weekday,None,Morning,Rural,Coffee,58,3480
2022-09-15,9,Monsoon,29.786538446940444,Weekday,None,Evening,Urban,Vanilla,170,6800
2022-09-15,9,Monsoon,29.786538446940444,Weekday,None,Evening,Urban,Chocolate,202,10100
2022-09-15,9,Monsoon,29.786538446940444,Weekday,None,Evening,Urban,Strawberry,119,5355
2022-09-15,9,Monsoon,29.786538446940444,Weekday,None,Evening,Urban,Butterscotch,152,8360
2022-09-15,9,Monsoon,29.786538446940444,Weekday,None,Evening,Urban,Coffee,100,6000
2022-09-16,9,Monsoon,28.531960281786038,Weekday,None,Night,Urban,Vanilla,122,4880
2022-09-16,9,Monsoon,28.531960281786038,Weekday,None,Night,Urban,Chocolate,122,6100
2022-09-16,9,Monsoon,28.531960281786038,Weekday,None,Night,Urban,Strawberry,101,4545
2022-09-16,9,Monsoon,28.531960281786038,Weekday,None,Night,Urban,Butterscotch,127,6985
2022-09-16,9,Monsoon,28.531960281786038,Weekday,None,Night,Urban,Coffee,101,6060
2022-09-17,9,Monsoon,29.007606152246375,Weekend,None,Morning,Urban,Vanilla,112,4480
2022-09-17,9,Monsoon,29.007606152246375,Weekend,None,Morning,Urban,Chocolate,161,8050
2022-09-17,9,Monsoon,29.007606152246375,Weekend,None,Morning,Urban,Strawberry,143,6435
2022-09-17,9,Monsoon,29.007606152246375,Weekend,None,Morning,Urban,Butterscotch,117,6435
2022-09-17,9,Monsoon,29.007606152246375,Weekend,None,Morning,Urban,Coffee,132,7920
2022-09-18,9,Monsoon,26.15208569509971,Weekend,None,Evening,Urban,Vanilla,154,6160
2022-09-18,9,Monsoon,26.15208569509971,Weekend,None,Evening,Urban,Chocolate,196,9800
2022-09-18,9,Monsoon,26.15208569509971,Weekend,None,Evening,Urban,Strawberry,148,6660
2022-09-18,9,Monsoon,26.15208569509971,Weekend,None,Evening,Urban,Butterscotch,175,9625
2022-09-18,9,Monsoon,26.15208569509971,Weekend,None,Evening,Urban,Coffee,131,7860
2022-09-19,9,Monsoon,28.152447177103937,Weekday,None,Morning,Urban,Vanilla,90,3600
2022-09-19,9,Monsoon,28.152447177103937,Weekday,None,Morning,Urban,Chocolate,143,7150
2022-09-19,9,Monsoon,28.152447177103937,Weekday,None,Morning,Urban,Strawberry,103,4635
2022-09-19,9,Monsoon,28.152447177103937,Weekday,None,Morning,Urban,Butterscotch,116,6380
2022-09-19,9,Monsoon,28.152447177103937,Weekday,None,Morning,Urban,Coffee,98,5880
2022-09-20,9,Monsoon,32.60869621957349,Weekday,None,Evening,Urban,Vanilla,154,6160
2022-09-20,9,Monsoon,32.60869621957349,Weekday,None,Evening,Urban,Chocolate,192,9600
2022-09-20,9,Monsoon,32.60869621957349,Weekday,None,Evening,Urban,Strawberry,123,5535
2022-09-20,9,Monsoon,32.60869621957349,Weekday,None,Evening,Urban,Butterscotch,173,9515
2022-09-20,9,Monsoon,32.60869621957349,Weekday,None,Evening,Urban,Coffee,149,8940
2022-09-21,9,Monsoon,30.236976760912952,Weekday,None,Evening,Urban,Vanilla,147,5880
2022-09-21,9,Monsoon,30.236976760912952,Weekday,None,Evening,Urban,Chocolate,194,9700
2022-09-21,9,Monsoon,30.236976760912952,Weekday,None,Evening,Urban,Strawberry,128,5760
2022-09-21,9,Monsoon,30.236976760912952,Weekday,None,Evening,Urban,Butterscotch,158,8690
2022-09-21,9,Monsoon,30.236976760912952,Weekday,None,Evening,Urban,Coffee,124,7440
2022-09-22,9,Monsoon,28.12656052791881,Weekday,Summer Vacation,Evening,Urban,Vanilla,178,7120
2022-09-22,9,Monsoon,28.12656052791881,Weekday,Summer Vacation,Evening,Urban,Chocolate,203,10150
2022-09-22,9,Monsoon,28.12656052791881,Weekday,Summer Vacation,Evening,Urban,Strawberry,137,6165
2022-09-22,9,Monsoon,28.12656052791881,Weekday,Summer Vacation,Evening,Urban,Butterscotch,177,9735
2022-09-22,9,Monsoon,28.12656052791881,Weekday,Summer Vacation,Evening,Urban,Coffee,119,7140
2022-09-23,9,Monsoon,29.49502383315241,Weekday,None,Evening,Rural,Vanilla,125,5000
2022-09-23,9,Monsoon,29.49502383315241,Weekday,None,Evening,Rural,Chocolate,137,6850
2022-09-23,9,Monsoon,29.49502383315241,Weekday,None,Evening,Rural,Strawberry,122,5490
2022-09-23,9,Monsoon,29.49502383315241,Weekday,None,Evening,Rural,Butterscotch,106,5830
2022-09-23,9,Monsoon,29.49502383315241,Weekday,None,Evening,Rural,Coffee,112,6720
2022-09-24,9,Monsoon,26.57765614143844,Weekend,Christmas,Night,Urban,Vanilla,175,7000
2022-09-24,9,Monsoon,26.57765614143844,Weekend,Christmas,Night,Urban,Chocolate,174,8700
2022-09-24,9,Monsoon,26.57765614143844,Weekend,Christmas,Night,Urban,Strawberry,148,6660
2022-09-24,9,Monsoon,26.57765614143844,Weekend,Christmas,Night,Urban,Butterscotch,184,10120
2022-09-24,9,Monsoon,26.57765614143844,Weekend,Christmas,Night,Urban,Coffee,128,7680
2022-09-25,9,Monsoon,25.919504735937846,Weekend,None,Evening,Urban,Vanilla,187,7480
2022-09-25,9,Monsoon,25.919504735937846,Weekend,None,Evening,Urban,Chocolate,175,8750
2022-09-25,9,Monsoon,25.919504735937846,Weekend,None,Evening,Urban,Strawberry,122,5490
2022-09-25,9,Monsoon,25.919504735937846,Weekend,None,Evening,Urban,Butterscotch,170,9350
2022-09-25,9,Monsoon,25.919504735937846,Weekend,None,Evening,Urban,Coffee,140,8400
2022-09-26,9,Monsoon,28.744901759244932,Weekday,None,Afternoon,Urban,Vanilla,138,5520
2022-09-26,9,Monsoon,28.744901759244932,Weekday,None,Afternoon,Urban,Chocolate,131,6550
2022-09-26,9,Monsoon,28.744901759244932,Weekday,None,Afternoon,Urban,Strawberry,89,4005
2022-09-26,9,Monsoon,28.744901759244932,Weekday,None,Afternoon,Urban,Butterscotch,122,6710
2022-09-26,9,Monsoon,28.744901759244932,Weekday,None,Afternoon,Urban,Coffee,99,5940
2022-09-27,9,Monsoon,29.022283126097516,Weekday,None,Evening,Urban,Vanilla,157,6280
2022-09-27,9,Monsoon,29.022283126097516,Weekday,None,Evening,Urban,Chocolate,195,9750
2022-09-27,9,Monsoon,29.022283126097516,Weekday,None,Evening,Urban,Strawberry,116,5220
2022-09-27,9,Monsoon,29.022283126097516,Weekday,None,Evening,Urban,Butterscotch,171,9405
2022-09-27,9,Monsoon,29.022283126097516,Weekday,None,Evening,Urban,Coffee,135,8100
2022-09-28,9,Monsoon,25.442824831986968,Weekday,Summer Vacation,Morning,Urban,Vanilla,146,5840
2022-09-28,9,Monsoon,25.442824831986968,Weekday,Summer Vacation,Morning,Urban,Chocolate,179,8950
2022-09-28,9,Monsoon,25.442824831986968,Weekday,Summer Vacation,Morning,Urban,Strawberry,88,3960
2022-09-28,9,Monsoon,25.442824831986968,Weekday,Summer Vacation,Morning,Urban,Butterscotch,144,7920
2022-09-28,9,Monsoon,25.442824831986968,Weekday,Summer Vacation,Morning,Urban,Coffee,97,5820
2022-09-29,9,Monsoon,26.940130658188508,Weekday,None,Evening,Urban,Vanilla,129,5160
2022-09-29,9,Monsoon,26.940130658188508,Weekday,None,Evening,Urban,Chocolate,179,8950
2022-09-29,9,Monsoon,26.940130658188508,Weekday,None,Evening,Urban,Strawberry,109,4905
2022-09-29,9,Monsoon,26.940130658188508,Weekday,None,Evening,Urban,Butterscotch,164,9020
2022-09-29,9,Monsoon,26.940130658188508,Weekday,None,Evening,Urban,Coffee,119,7140
2022-09-30,9,Monsoon,25.548386542418807,Weekday,None,Evening,Urban,Vanilla,126,5040
2022-09-30,9,Monsoon,25.548386542418807,Weekday,None,Evening,Urban,Chocolate,157,7850
2022-09-30,9,Monsoon,25.548386542418807,Weekday,None,Evening,Urban,Strawberry,105,4725
2022-09-30,9,Monsoon,25.548386542418807,Weekday,None,Evening,Urban,Butterscotch,172,9460
2022-09-30,9,Monsoon,25.548386542418807,Weekday,None,Evening,Urban,Coffee,83,4980
2022-10-01,10,Winter,20.204722193969317,Weekend,Summer Vacation,Evening,Urban,Vanilla,179,7160
2022-10-01,10,Winter,20.204722193969317,Weekend,Summer Vacation,Evening,Urban,Chocolate,217,10850
2022-10-01,10,Winter,20.204722193969317,Weekend,Summer Vacation,Evening,Urban,Strawberry,179,8055
2022-10-01,10,Winter,20.204722193969317,Weekend,Summer Vacation,Evening,Urban,Butterscotch,202,11110
2022-10-01,10,Winter,20.204722193969317,Weekend,Summer Vacation,Evening,Urban,Coffee,117,7020
2022-10-02,10,Winter,25.155842853168757,Weekend,None,Morning,Rural,Vanilla,85,3400
2022-10-02,10,Winter,25.155842853168757,Weekend,None,Morning,Rural,Chocolate,85,4250
2022-10-02,10,Winter,25.155842853168757,Weekend,None,Morning,Rural,Strawberry,92,4140
2022-10-02,10,Winter,25.155842853168757,Weekend,None,Morning,Rural,Butterscotch,126,6930
2022-10-02,10,Winter,25.155842853168757,Weekend,None,Morning,Rural,Coffee,95,5700
2022-10-03,10,Winter,24.448218530181542,Weekday,None,Evening,Urban,Vanilla,132,5280
2022-10-03,10,Winter,24.448218530181542,Weekday,None,Evening,Urban,Chocolate,172,8600
2022-10-03,10,Winter,24.448218530181542,Weekday,None,Evening,Urban,Strawberry,110,4950
2022-10-03,10,Winter,24.448218530181542,Weekday,None,Evening,Urban,Butterscotch,138,7590
2022-10-03,10,Winter,24.448218530181542,Weekday,None,Evening,Urban,Coffee,90,5400
2022-10-04,10,Winter,23.31850369186068,Weekday,None,Evening,Rural,Vanilla,116,4640
2022-10-04,10,Winter,23.31850369186068,Weekday,None,Evening,Rural,Chocolate,90,4500
2022-10-04,10,Winter,23.31850369186068,Weekday,None,Evening,Rural,Strawberry,93,4185
2022-10-04,10,Winter,23.31850369186068,Weekday,None,Evening,Rural,Butterscotch,122,6710
2022-10-04,10,Winter,23.31850369186068,Weekday,None,Evening,Rural,Coffee,75,4500
2022-10-05,10,Winter,19.862517421575287,Weekday,Diwali,Evening,Urban,Vanilla,176,7040
2022-10-05,10,Winter,19.862517421575287,Weekday,Diwali,Evening,Urban,Chocolate,162,8100
2022-10-05,10,Winter,19.862517421575287,Weekday,Diwali,Evening,Urban,Strawberry,133,5985
2022-10-05,10,Winter,19.862517421575287,Weekday,Diwali,Evening,Urban,Butterscotch,183,10065
2022-10-05,10,Winter,19.862517421575287,Weekday,Diwali,Evening,Urban,Coffee,132,7920
2022-10-06,10,Winter,23.501997164143628,Weekday,None,Evening,Urban,Vanilla,131,5240
2022-10-06,10,Winter,23.501997164143628,Weekday,None,Evening,Urban,Chocolate,153,7650
2022-10-06,10,Winter,23.501997164143628,Weekday,None,Evening,Urban,Strawberry,121,5445
2022-10-06,10,Winter,23.501997164143628,Weekday,None,Evening,Urban,Butterscotch,147,8085
2022-10-06,10,Winter,23.501997164143628,Weekday,None,Evening,Urban,Coffee,125,7500
2022-10-07,10,Winter,19.0108249324988,Weekday,None,Afternoon,Rural,Vanilla,57,2280
2022-10-07,10,Winter,19.0108249324988,Weekday,None,Afternoon,Rural,Chocolate,84,4200
2022-10-07,10,Winter,19.0108249324988,Weekday,None,Afternoon,Rural,Strawberry,49,2205
2022-10-07,10,Winter,19.0108249324988,Weekday,None,Afternoon,Rural,Butterscotch,84,4620
2022-10-07,10,Winter,19.0108249324988,Weekday,None,Afternoon,Rural,Coffee,58,3480
2022-10-08,10,Winter,24.050707969601433,Weekend,None,Evening,Urban,Vanilla,131,5240
2022-10-08,10,Winter,24.050707969601433,Weekend,None,Evening,Urban,Chocolate,183,9150
2022-10-08,10,Winter,24.050707969601433,Weekend,None,Evening,Urban,Strawberry,127,5715
2022-10-08,10,Winter,24.050707969601433,Weekend,None,Evening,Urban,Butterscotch,152,8360
2022-10-08,10,Winter,24.050707969601433,Weekend,None,Evening,Urban,Coffee,105,6300
2022-10-09,10,Winter,25.749342104210818,Weekend,None,Evening,Urban,Vanilla,134,5360
2022-10-09,10,Winter,25.749342104210818,Weekend,None,Evening,Urban,Chocolate,180,9000
2022-10-09,10,Winter,25.749342104210818,Weekend,None,Evening,Urban,Strawberry,115,5175
2022-10-09,10,Winter,25.749342104210818,Weekend,None,Evening,Urban,Butterscotch,156,8580
2022-10-09,10,Winter,25.749342104210818,Weekend,None,Evening,Urban,Coffee,144,8640
2022-10-10,10,Winter,21.532305466189996,Weekday,None,Evening,Rural,Vanilla,91,3640
2022-10-10,10,Winter,21.532305466189996,Weekday,None,Evening,Rural,Chocolate,101,5050
2022-10-10,10,Winter,21.532305466189996,Weekday,None,Evening,Rural,Strawberry,97,4365
2022-10-10,10,Winter,21.532305466189996,Weekday,None,Evening,Rural,Butterscotch,132,7260
2022-10-10,10,Winter,21.532305466189996,Weekday,None,Evening,Rural,Coffee,72,4320
2022-10-11,10,Winter,21.11720538461933,Weekday,None,Afternoon,Urban,Vanilla,85,3400
2022-10-11,10,Winter,21.11720538461933,Weekday,None,Afternoon,Urban,Chocolate,112,5600
2022-10-11,10,Winter,21.11720538461933,Weekday,None,Afternoon,Urban,Strawberry,72,3240
2022-10-11,10,Winter,21.11720538461933,Weekday,None,Afternoon,Urban,Butterscotch,99,5445
2022-10-11,10,Winter,21.11720538461933,Weekday,None,Afternoon,Urban,Coffee,60,3600
2022-10-12,10,Winter,24.67059523337436,Weekday,None,Afternoon,Urban,Vanilla,119,4760
2022-10-12,10,Winter,24.67059523337436,Weekday,None,Afternoon,Urban,Chocolate,112,5600
2022-10-12,10,Winter,24.67059523337436,Weekday,None,Afternoon,Urban,Strawberry,83,3735
2022-10-12,10,Winter,24.67059523337436,Weekday,None,Afternoon,Urban,Butterscotch,88,4840
2022-10-12,10,Winter,24.67059523337436,Weekday,None,Afternoon,Urban,Coffee,81,4860
2022-10-13,10,Winter,24.845339049584606,Weekday,Navratri,Evening,Rural,Vanilla,125,5000
2022-10-13,10,Winter,24.845339049584606,Weekday,Navratri,Evening,Rural,Chocolate,165,8250
2022-10-13,10,Winter,24.845339049584606,Weekday,Navratri,Evening,Rural,Strawberry,126,5670
2022-10-13,10,Winter,24.845339049584606,Weekday,Navratri,Evening,Rural,Butterscotch,184,10120
2022-10-13,10,Winter,24.845339049584606,Weekday,Navratri,Evening,Rural,Coffee,135,8100
2022-10-14,10,Winter,18.101256289217208,Weekday,None,Night,Urban,Vanilla,96,3840
2022-10-14,10,Winter,18.101256289217208,Weekday,None,Night,Urban,Chocolate,119,5950
2022-10-14,10,Winter,18.101256289217208,Weekday,None,Night,Urban,Strawberry,91,4095
2022-10-14,10,Winter,18.101256289217208,Weekday,None,Night,Urban,Butterscotch,69,3795
2022-10-14,10,Winter,18.101256289217208,Weekday,None,Night,Urban,Coffee,81,4860
2022-10-15,10,Winter,23.966804282648525,Weekend,Christmas,Night,Rural,Vanilla,108,4320
2022-10-15,10,Winter,23.966804282648525,Weekend,Christmas,Night,Rural,Chocolate,166,8300
2022-10-15,10,Winter,23.966804282648525,Weekend,Christmas,Night,Rural,Strawberry,123,5535
2022-10-15,10,Winter,23.966804282648525,Weekend,Christmas,Night,Rural,Butterscotch,150,8250
2022-10-15,10,Winter,23.966804282648525,Weekend,Christmas,Night,Rural,Coffee,85,5100
2022-10-16,10,Winter,25.141953119864347,Weekend,None,Morning,Urban,Vanilla,142,5680
2022-10-16,10,Winter,25.141953119864347,Weekend,None,Morning,Urban,Chocolate,145,7250
2022-10-16,10,Winter,25.141953119864347,Weekend,None,Morning,Urban,Strawberry,88,3960
2022-10-16,10,Winter,25.141953119864347,Weekend,None,Morning,Urban,Butterscotch,136,7480
2022-10-16,10,Winter,25.141953119864347,Weekend,None,Morning,Urban,Coffee,107,6420
2022-10-17,10,Winter,20.84385001742435,Weekday,Christmas,Night,Urban,Vanilla,133,5320
2022-10-17,10,Winter,20.84385001742435,Weekday,Christmas,Night,Urban,Chocolate,152,7600
2022-10-17,10,Winter,20.84385001742435,Weekday,Christmas,Night,Urban,Strawberry,112,5040
2022-10-17,10,Winter,20.84385001742435,Weekday,Christmas,Night,Urban,Butterscotch,143,7865
2022-10-17,10,Winter,20.84385001742435,Weekday,Christmas,Night,Urban,Coffee,96,5760
2022-10-18,10,Winter,21.605582212984995,Weekday,None,Afternoon,Urban,Vanilla,107,4280
2022-10-18,10,Winter,21.605582212984995,Weekday,None,Afternoon,Urban,Chocolate,114,5700
2022-10-18,10,Winter,21.605582212984995,Weekday,None,Afternoon,Urban,Strawberry,84,3780
2022-10-18,10,Winter,21.605582212984995,Weekday,None,Afternoon,Urban,Butterscotch,127,6985
2022-10-18,10,Winter,21.605582212984995,Weekday,None,Afternoon,Urban,Coffee,95,5700
2022-10-19,10,Winter,24.422592999456427,Weekday,None,Afternoon,Urban,Vanilla,88,3520
2022-10-19,10,Winter,24.422592999456427,Weekday,None,Afternoon,Urban,Chocolate,112,5600
2022-10-19,10,Winter,24.422592999456427,Weekday,None,Afternoon,Urban,Strawberry,82,3690
2022-10-19,10,Winter,24.422592999456427,Weekday,None,Afternoon,Urban,Butterscotch,99,5445
2022-10-19,10,Winter,24.422592999456427,Weekday,None,Afternoon,Urban,Coffee,70,4200
2022-10-20,10,Winter,21.798465129851934,Weekday,None,Evening,Rural,Vanilla,89,3560
2022-10-20,10,Winter,21.798465129851934,Weekday,None,Evening,Rural,Chocolate,126,6300
2022-10-20,10,Winter,21.798465129851934,Weekday,None,Evening,Rural,Strawberry,97,4365
2022-10-20,10,Winter,21.798465129851934,Weekday,None,Evening,Rural,Butterscotch,89,4895
2022-10-20,10,Winter,21.798465129851934,Weekday,None,Evening,Rural,Coffee,83,4980
2022-10-21,10,Winter,26.251061238944878,Weekday,Navratri,Evening,Rural,Vanilla,158,6320
2022-10-21,10,Winter,26.251061238944878,Weekday,Navratri,Evening,Rural,Chocolate,188,9400
2022-10-21,10,Winter,26.251061238944878,Weekday,Navratri,Evening,Rural,Strawberry,130,5850
2022-10-21,10,Winter,26.251061238944878,Weekday,Navratri,Evening,Rural,Butterscotch,179,9845
2022-10-21,10,Winter,26.251061238944878,Weekday,Navratri,Evening,Rural,Coffee,154,9240
2022-10-22,10,Winter,19.642041902095052,Weekend,None,Evening,Rural,Vanilla,93,3720
2022-10-22,10,Winter,19.642041902095052,Weekend,None,Evening,Rural,Chocolate,168,8400
2022-10-22,10,Winter,19.642041902095052,Weekend,None,Evening,Rural,Strawberry,91,4095
2022-10-22,10,Winter,19.642041902095052,Weekend,None,Evening,Rural,Butterscotch,137,7535
2022-10-22,10,Winter,19.642041902095052,Weekend,None,Evening,Rural,Coffee,75,4500
2022-10-23,10,Winter,17.153900646169824,Weekend,Navratri,Night,Urban,Vanilla,105,4200
2022-10-23,10,Winter,17.153900646169824,Weekend,Navratri,Night,Urban,Chocolate,155,7750
2022-10-23,10,Winter,17.153900646169824,Weekend,Navratri,Night,Urban,Strawberry,135,6075
2022-10-23,10,Winter,17.153900646169824,Weekend,Navratri,Night,Urban,Butterscotch,144,7920
2022-10-23,10,Winter,17.153900646169824,Weekend,Navratri,Night,Urban,Coffee,108,6480
2022-10-24,10,Winter,22.07616526162723,Weekday,None,Evening,Urban,Vanilla,97,3880
2022-10-24,10,Winter,22.07616526162723,Weekday,None,Evening,Urban,Chocolate,155,7750
2022-10-24,10,Winter,22.07616526162723,Weekday,None,Evening,Urban,Strawberry,107,4815
2022-10-24,10,Winter,22.07616526162723,Weekday,None,Evening,Urban,Butterscotch,165,9075
2022-10-24,10,Winter,22.07616526162723,Weekday,None,Evening,Urban,Coffee,85,5100
2022-10-25,10,Winter,19.902285348144616,Weekday,Summer Vacation,Morning,Urban,Vanilla,117,4680
2022-10-25,10,Winter,19.902285348144616,Weekday,Summer Vacation,Morning,Urban,Chocolate,161,8050
2022-10-25,10,Winter,19.902285348144616,Weekday,Summer Vacation,Morning,Urban,Strawberry,117,5265
2022-10-25,10,Winter,19.902285348144616,Weekday,Summer Vacation,Morning,Urban,Butterscotch,145,7975
2022-10-25,10,Winter,19.902285348144616,Weekday,Summer Vacation,Morning,Urban,Coffee,114,6840
2022-10-26,10,Winter,21.00607485045003,Weekday,None,Afternoon,Urban,Vanilla,83,3320
2022-10-26,10,Winter,21.00607485045003,Weekday,None,Afternoon,Urban,Chocolate,79,3950
2022-10-26,10,Winter,21.00607485045003,Weekday,None,Afternoon,Urban,Strawberry,91,4095
2022-10-26,10,Winter,21.00607485045003,Weekday,None,Afternoon,Urban,Butterscotch,118,6490
2022-10-26,10,Winter,21.00607485045003,Weekday,None,Afternoon,Urban,Coffee,67,4020
2022-10-27,10,Winter,19.99578804370669,Weekday,None,Night,Rural,Vanilla,80,3200
2022-10-27,10,Winter,19.99578804370669,Weekday,None,Night,Rural,Chocolate,79,3950
2022-10-27,10,Winter,19.99578804370669,Weekday,None,Night,Rural,Strawberry,25,1125
2022-10-27,10,Winter,19.99578804370669,Weekday,None,Night,Rural,Butterscotch,68,3740
2022-10-27,10,Winter,19.99578804370669,Weekday,None,Night,Rural,Coffee,39,2340
2022-10-28,10,Winter,22.525634256725535,Weekday,None,Night,Urban,Vanilla,142,5680
2022-10-28,10,Winter,22.525634256725535,Weekday,None,Night,Urban,Chocolate,119,5950
2022-10-28,10,Winter,22.525634256725535,Weekday,None,Night,Urban,Strawberry,90,4050
2022-10-28,10,Winter,22.525634256725535,Weekday,None,Night,Urban,Butterscotch,101,5555
2022-10-28,10,Winter,22.525634256725535,Weekday,None,Night,Urban,Coffee,101,6060
2022-10-29,10,Winter,18.690929633588507,Weekend,None,Afternoon,Urban,Vanilla,111,4440
2022-10-29,10,Winter,18.690929633588507,Weekend,None,Afternoon,Urban,Chocolate,121,6050
2022-10-29,10,Winter,18.690929633588507,Weekend,None,Afternoon,Urban,Strawberry,91,4095
2022-10-29,10,Winter,18.690929633588507,Weekend,None,Afternoon,Urban,Butterscotch,131,7205
2022-10-29,10,Winter,18.690929633588507,Weekend,None,Afternoon,Urban,Coffee,98,5880
2022-10-30,10,Winter,18.262847870660845,Weekend,Summer Vacation,Morning,Urban,Vanilla,140,5600
2022-10-30,10,Winter,18.262847870660845,Weekend,Summer Vacation,Morning,Urban,Chocolate,163,8150
2022-10-30,10,Winter,18.262847870660845,Weekend,Summer Vacation,Morning,Urban,Strawberry,132,5940
2022-10-30,10,Winter,18.262847870660845,Weekend,Summer Vacation,Morning,Urban,Butterscotch,142,7810
2022-10-30,10,Winter,18.262847870660845,Weekend,Summer Vacation,Morning,Urban,Coffee,107,6420
2022-10-31,10,Winter,22.31724843833306,Weekday,Holi,Afternoon,Urban,Vanilla,109,4360
2022-10-31,10,Winter,22.31724843833306,Weekday,Holi,Afternoon,Urban,Chocolate,137,6850
2022-10-31,10,Winter,22.31724843833306,Weekday,Holi,Afternoon,Urban,Strawberry,110,4950
2022-10-31,10,Winter,22.31724843833306,Weekday,Holi,Afternoon,Urban,Butterscotch,160,8800
2022-10-31,10,Winter,22.31724843833306,Weekday,Holi,Afternoon,Urban,Coffee,136,8160
2022-11-01,11,Winter,17.242050063286126,Weekday,None,Evening,Urban,Vanilla,83,3320
2022-11-01,11,Winter,17.242050063286126,Weekday,None,Evening,Urban,Chocolate,134,6700
2022-11-01,11,Winter,17.242050063286126,Weekday,None,Evening,Urban,Strawberry,81,3645
2022-11-01,11,Winter,17.242050063286126,Weekday,None,Evening,Urban,Butterscotch,138,7590
2022-11-01,11,Winter,17.242050063286126,Weekday,None,Evening,Urban,Coffee,85,5100
2022-11-02,11,Winter,23.64663653145687,Weekday,Summer Vacation,Evening,Urban,Vanilla,199,7960
2022-11-02,11,Winter,23.64663653145687,Weekday,Summer Vacation,Evening,Urban,Chocolate,185,9250
2022-11-02,11,Winter,23.64663653145687,Weekday,Summer Vacation,Evening,Urban,Strawberry,143,6435
2022-11-02,11,Winter,23.64663653145687,Weekday,Summer Vacation,Evening,Urban,Butterscotch,167,9185
